,content,comparative,subject,object,aspect,predicate,label,NER
3098,Camera vẫn rất tốt với nhiều tính năng đỉnh cao,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3099,"Mặc dù đã ra mắt từ 1 năm trước , Galaxy S10 Plus vẫn sở hữu đầy đủ những phần cứng camera đỉnh cao .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3100,"Cụm camera của máy bao gồm một cảm biến chính 12MP , một camera góc siêu rộng 16MP và camera tele 12MP .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3101,"Samsung cũng trang bị cho camera của máy hàng loạt công nghệ tân tiến như khả năng mở khẩu độ tới f / 1.5 , lấy nét Dual Pixel , chống rung quang học OIS .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3102,Kết quả là những bức ảnh sắc nét ngay cả trong điều kiện ánh sáng phức tạp như ban đêm hay trong nhà .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3103,"Camera trước có góc rộng và độ phân giải 10MP , được trang bị những tính năng làm đẹp tự động để “ tút ” lại chân dung .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3104,alt :,0,[],[],[],[],[],"[0, 0]"
3105,des :,0,[],[],[],[],[],"[0, 0]"
3106,Galaxy S10 Plus cũng có thể quay phim ở độ phân giải tối đa 4K tại 60 khung hình / giây vô cùng sắc nét và mượt mà .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3107,"Về măt phần mềm , Samsung đã trang bị trang bị nhiều tính năng vô cùng hữu ích cho camera của máy bao gồm Live Focus , tự động nhận diện 30 cảnh khác nhau bằng AI .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3108,"Khi cập nhật lên Android 10 , Galaxy S10 Plus cũng sở hữu tính năng chụp ảnh Single Take thời thượng tương tự như S20 Series .",1,['Galaxy_S10_Plus'],['S20_Series'],['tính_năng_chụp_ảnh_Single_Take'],['cũng_sở_hữu'],[2],"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 4, 4, 4, 3, 3, 3, 3, 3, 3, 0, 0, 0, 0, 0, 2, 2, 0]"
3109,Hiệu năng rất ổn và thời lượng pin tốt,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
3110,"Galaxy S10 Plus sử dụng SoC “ cây nhà lá vườn ” Exynos 9820 8 nhân , với RAM 8GB và bộ nhớ 128GB .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3111,"Đây không còn là cấu hình mạnh mẽ nhất trong thế giới smartphone nữa , tuy nhiên vẫn vô cùng khoẻ để thực hiện tất cả các tác vụ mượt mà .",1,['Đây'],[''],['cấu_hình'],['không_còn_là_cấu_hình_mạnh_mẽ_nhất_trong_thế_giới_smartphone_nữa'],[5],"[1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3112,Chiếc smartphone này cũng không ngại bất kỳ tựa game hot nào trên kho ứng dụng .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3113,Viên pin 4100mAh cũng là một con số rất lớn với một chiếc smartphone .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3114,"Nhờ viên pin này mà máy hoàn toàn có thể sử dụng các tác vụ nặng trong một ngày , hoặc thậm chí sống sót tới ngày hôm sau nếu bạn ít dùng tối đa đồ hoạ .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3115,"Máy cũng được tích hợp sạc nhanh , sạc không dây và cả sạc ngược không dây cho các thiết bị khác ( như tai nghe Galaxy Buds / Buds + ) .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3116,"Tổng kết lại , Galaxy S10 Plus là một chiếc flagship rất đáng mua và có thể đáp ứng được tất cả những người dùng đa dạng của người dùng .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3117,Đây thực sự là chiếc máy dành cho những người đề cao tính thẩm mỹ và tiện dụng của điện thoại di động .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3118,"title : Không phải Z Fold3 , Galaxy S22 Ultra là smartphone tốt nhất của Samsung ?",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3119,"Xét theo mức giá bán , Samsung Galaxy Z Fold3 là sản phẩm cao cấp nhất của Samsung .",1,['Samsung_Galaxy_Z_Fold3'],[''],['mức_giá_bán'],['cao_cấp_nhất_của_Samsung'],[3],"[0, 0, 3, 3, 3, 0, 1, 1, 1, 1, 0, 0, 0, 4, 4, 4, 4, 4, 0]"
3120,"Tuy nhiên , sau một thời gian trải nghiệm , Samsung Galaxy S22 Ultra đang được nhiều người coi là dòng máy tốt nhất của gã khổng lồ xứ Kim Chi , hoặc ít nhất là ngang hàng với các dòng máy gập đã ra mắt .",1,"['Samsung_Galaxy_S22_Ultra', 'Samsung_Galaxy_S22_Ultra']","['', 'các_dòng_máy_gập_đã_ra_mắt']","['', '']","['tốt_nhất_của_gã_khổng_lồ_xứ_Kim_Chi', 'ngang_hàng']","[3, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 4, 4, 4, 4, 4, 4, 4, 0, 0, 0, 0, 0, 4, 4, 0, 2, 2, 2, 2, 2, 2, 2, 0]"
3121,Tại sao lại có luồng ý kiến này ?,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
3122,Hi vọng bài viết sau đây của Hoàng Hà Mobile sẽ giúp khách hàng giải đáp được thắc mắc trên !,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3123,"Đều dùng được S-Pen , nhưng …",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0]"
3124,"Một chiếc máy màn hình lớn như Galaxy Z Fold3 , nếu không sử dụng được bút thì rõ ràng là thiếu sót .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3125,Thật may là điều đó không xảy ra .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
3126,Về cơ bản thì chiếc S-Pen trên Galaxy Z Fold3 5G sẽ to hơn hầu hết các chiếc bút chúng ta từng thấy trên Galaxy Note .,1,['chiếc_S-Pen_trên_Galaxy_Z_Fold3_5G'],['hầu_hết_các_chiếc_bút_chúng_ta_từng_thấy_trên_Galaxy_Note'],[''],['to_hơn'],[8],"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 4, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0]"
3127,"Cảm giác vẽ , viết trên dòng máy gập này cũng rất ấn tượng .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3128,"Có lẽ cây bút khá lớn , Samsung quyết định không trang bị khe cắm bút cho máy , tránh làm tăng khối lượng .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3129,"Vậy là để sử dụng S-Pen tiện lợi nhất , khách hàng phải mua thêm một chiếc ốp lưng có khe đựng bút .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3130,"Với Galaxy S22 Ultra , rắc rối nhỏ này sẽ không bao giờ xuất hiện .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3131,alt : Galaxy Z Fold3 không trang bị khe cắm bút mà chỉ có thể mua ốp chuyên dụng,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3132,des : Galaxy Z Fold3 không trang bị khe cắm bút mà chỉ có thể mua ốp chuyên dụng,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3133,"Thực sự thì Galaxy S22 Ultra mang hơi hướng của dòng Note hơn là dòng S , nên nó kế thừa dòng Note một cách hoàn hảo .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3134,Bút cảm ứng nhẹ và linh hoạt – được ẩn bên trong một khe cắm riêng biệt .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3135,Bạn chỉ cần bật nó ra khỏi điện thoại và ghi ngay các ghi chú ngay trên màn hình của máy .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3136,"Đó là chưa kể S-Pen đi kèm với Galaxy S22 Ultra cũng nhanh hơn các đời trước , với tốc độ cải thiện 70% và độ trễ ít hơn .",1,"['S-Pen_đi_kèm_với_Galaxy_S22_Ultra', 'S-Pen_đi_kèm_với_Galaxy_S22_Ultra', 'S-Pen_đi_kèm_với_Galaxy_S22_Ultra']","['các_đời_trước', 'các_đời_trước', 'các_đời_trước']","['', 'độ_trễ', 'tốc_độ']","['nhanh_hơn', 'ít_hơn', 'cải_thiện_70%']","[6, 6, 6]","[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 4, 4, 2, 2, 2, 0, 0, 3, 3, 4, 4, 4, 0, 3, 3, 4, 4, 0]"
3137,"Đưa vào các tính năng chuyển đổi chữ viết tay thành văn bản , bút stylus chính xác hơn được tích hợp vào Microsoft Outlook – đây là một bổ sung đáng hoan nghênh cho mẫu Ultra của Galaxy S .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3138,alt : Galaxy S22 Ultra có khe cắm S-pen sẵn trong máy,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3139,des : Galaxy S22 Ultra có khe cắm S-pen sẵn trong máy,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3140,Hiệu năng số 1 thế giới Android !,1,[''],[''],['Hiệu_năng'],['số_1_thế_giới_Android'],[3],"[3, 3, 4, 4, 4, 4, 4, 0]"
3141,Đây cũng là một ưu điểm rõ ràng của Galaxy S22 Ultra trong việc “ sinh sau đẻ muộn ” .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3142,"Với việc ra đời trong năm 2022 , Galaxy S22 series phiên bản chính hãng Việt Nam lại được bán ra với con chip Snapdragon 8 Gen 1 , điều mà phần lớn khách hàng đã không ngờ tới .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3143,"Nếu là Exynos thì khách hàng sẽ có nhiều điều đắn đo , nhưng Snapdragon thì là một sự so sánh quá dễ dàng !",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3144,alt : Galaxy S22 Ultra có hiệu năng cực mạnh mẽ đứng TOP đầu thế giới,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3145,des : Galaxy S22 Ultra có hiệu năng cực mạnh mẽ đứng TOP đầu thế giới,1,['Galaxy_S22_Ultra'],[''],['hiệu_năng'],['đứng_TOP_đầu_thế_giới'],[3],"[0, 0, 1, 1, 1, 0, 3, 3, 0, 0, 0, 4, 4, 4, 4, 4]"
3146,Galaxy Z Fold3 được trang bị con chip mạnh nhất 2021 của Qualcomm – Snapdragon 888 .,1,"['Snapdragon_888', 'Galaxy_Z_Fold3']","['', '']","['', 'con_chip']","['mạnh_nhất_2021', 'mạnh_nhất_2021']","[3, 3]","[1, 1, 1, 0, 0, 0, 3, 3, 4, 4, 4, 0, 0, 0, 1, 1, 0]"
3147,Hiệu năng của Galaxy Z Fold3 rất tốt .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
3148,Máy có thể xử lí những tác vụ hằng ngày mà không gặp bất kì vấn đề gì về tốc độ .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3149,Dung lượng RAM lớn cho phép máy chạy nhiều ứng dụng cùng lúc .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3150,Các tác vụ đa nhiệm đều được xử lí trơn tru .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3151,Những trò chơi đòi hỏi cấu hình cao đều chạy rất ổn trên Galaxy Z Fold3 .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3152,"Tuy chênh lệch không nhiều , nhưng rõ ràng việc Galaxy S22 Ultra nổi bật hơn về thông số là điều khó có thể phủ nhận !",1,['Galaxy_S22_Ultra'],[''],['thông_số'],['nổi_bật_hơn'],[6],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 4, 4, 4, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0]"
3153,"Đó là chưa kể những chỉ số được nâng cấp khác như Camera chính tới 108MP , màn hình độ sáng khủng 1.750 nits , sự trở lại của sạc nhanh 45W , …",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3154,Và cuối cùng là mức giá,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0]"
3155,"Như đã đề cập ở ngay đầu bài viết , đây chính là lợi thế của Galaxy S22 Ultra .",1,['Galaxy_S22_Ultra'],[''],[''],['lợi_thế'],[6],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 0, 1, 1, 1, 0]"
3156,Galaxy Z Fold3 hay Z Flip3 đều sử dụng màn hình gập – một linh kiện thuộc loại cao cấp bậc nhất nên mức giá cũng cần tương xứng .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3157,"Ngược lại , thiết kế của dòng máy Galaxy S22 Ultra “ truyền thống ” hơn , nên mức giá của S22 Ultra rẻ hơn là điều dễ hiểu .",1,"['S22_Ultra', 'dòng_máy_Galaxy_S22_Ultra']","['', '']","['mức_giá', 'thiết_kế']","['rẻ_hơn', '“_truyền_thống_”_hơn']","[6, 8]","[0, 0, 0, 3, 3, 0, 1, 1, 1, 1, 1, 4, 4, 4, 4, 4, 0, 0, 3, 3, 0, 1, 1, 4, 4, 0, 0, 0, 0, 0]"
3158,"Xét theo mức giá niêm yết khi ra mắt , Galaxy S22 Ultra có mức giá chỉ khoảng hơn 1 / 2 so với Galaxy Z Fold3 , và bằng 2 / 3 so với Z Flip3 !",1,"['Galaxy_S22_Ultra', 'Galaxy_S22_Ultra']","['Galaxy_Z_Fold3', 'Z_Flip3']","['mức_giá_niêm_yết', 'mức_giá_niêm_yết']","['hơn_1_/_2', 'bằng_2_/_3']","[7, 6]","[0, 0, 3, 3, 3, 3, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 4, 4, 4, 4, 0, 0, 2, 2, 2, 0, 0, 4, 4, 4, 4, 0, 0, 2, 2, 0]"
3159,alt : Galaxy S22 Ultra có thiết kế gợi nhớ về dòng Note huyền thoại,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3160,des : Galaxy S22 Ultra có thiết kế gợi nhớ về dòng Note huyền thoại,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3161,"Rõ ràng điện thoại gập là một bước tiến lớn , nhưng với việc duy trì dòng Galaxy S series , Samsung cũng thừa hiểu rằng số lượng khách hàng yêu thương dòng máy dạng chữ nhật cổ điển vẫn rất nhiều .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3162,"Những khách hàng này , họ cần một dòng máy mạnh mẽ , thiết kế quen thuộc , đủ đáp ứng mọi nhu cầu , nhưng mức giá vẫn đủ tốt để tiếp cận .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3163,"Và như thế , Galaxy S22 Ultra đã xuất hiện với sự cân bằng gần như hoàn hảo !",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3164,Tổng kết : Hoàn toàn xứng đáng xếp ngang hàng các đàn anh !,1,[''],['các_đàn_anh'],[''],['xếp_ngang_hàng'],[2],"[0, 0, 0, 0, 0, 0, 0, 4, 4, 4, 2, 2, 2, 0]"
3165,Bạn sẽ khó tìm thấy một thiết bị di động có khả năng hoạt động tốt hơn Samsung Galaxy S22 Ultra .,1,['Samsung_Galaxy_S22_Ultra'],[''],['khả_năng_hoạt_động'],['khó_tìm_thấy_một_thiết_bị_di_động_có_khả_năng_hoạt_động_tốt_hơn'],[6],"[0, 0, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 1, 1, 1, 0]"
3166,"Nếu bạn thích ghi chú bằng tay hoặc bạn là một nghệ sĩ có những ý tưởng tuyệt vời khi di chuyển , S-Pen giờ đây luôn bên bạn và đủ linh hoạt để hỗ trợ chuyển đổi từ chữ viết tay sang văn bản , tạo tác phẩm nghệ thuật .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3167,Hệ thống camera ở đây rất tuyệt vời và sẽ cho phép bạn chụp những hình ảnh sát với những điều mắt bạn có thể nhìn thấy .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3168,"Title : Đánh giá iPhone 14 series : Thiết kế , hiệu năng , camera và hơn thế nữa",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3169,"Trong sự kiện Far Out ngày 7 / 9 , Apple đã chính thức giới thiệu iPhone 14 series bao gồm : iPhone 14 , iPhone 14 Plus , iPhone 14 Pro và iPhone 14 Pro Max .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3170,"Trong lần ra mắt này , Apple đã không công bố thêm chiếc iPhone mini nào , mà thay vào đó là sự có mặt của iPhone 14 Plus .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3171,"Như vậy , dòng tiêu chuẩn của iPhone 14 series sẽ bao gồm iPhone 14 và iPhone 14 Plus và bản cao cấp hơn là iPhone 14 Pro và iPhone 14 Pro Max .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3172,"Dưới đây là bài đánh giá nhanh iPhone 14 series , để bạn hiểu rõ hơn về những điểm đặc trưng và mới trên dòng điện thoại này .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3173,"alt : Đánh giá iPhone 14 series : Thiết kế , hiệu năng , camera và hơn thế nữa",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3174,des :,0,[],[],[],[],[],"[0, 0]"
3175,Đánh giá iPhone 14 và iPhone 14 Plus,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0]"
3176,"Thiết kế cũ , bổ sung màu mới",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0]"
3177,iPhone 14 và iPhone 14 Plus là sự thừa hưởng thiết kế của iPhone 13 năm trước .,1,"['iPhone_14', 'iPhone_14_Plus']","['iPhone_13_năm_trước', 'iPhone_13_năm_trước']","['thiết_kế', 'thiết_kế']","['thừa_hưởng', 'thừa_hưởng']","[2, 2]","[1, 1, 0, 1, 1, 1, 0, 0, 4, 4, 3, 3, 0, 2, 2, 2, 2, 0]"
3178,"Điện thoại vẫn có notch “ tai thỏ ” , mặt lưng với cụm camera đặt chéo , khung nhôm và sử dụng lớp kính Ceramic Shield .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3179,"Lớp kính này có khả năng bảo vệ tốt , chống trầy xước , va đập hiệu quả .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3180,"Đồng thời , iPhone 14 và 14 Plus còn cực kì an toàn để bạn sử dụng trong nhiều môi trường với chuẩn chống nước / bụi IP68 – một tính năng rất được yêu thích .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3181,Các màu mới trên iPhone 14 và 14 Plus là xanh dương nhạt và tím – hai màu trendy hiện tại .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3182,"Đi kèm đó là các màu cơ bản trắng , đen , đỏ dễ dàng phù hợp cho từng đối tượng người dùng .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3183,"alt : Đánh giá iPhone 14 series : Thiết kế , hiệu năng , camera và hơn thế nữa",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3184,des :,0,[],[],[],[],[],"[0, 0]"
3185,"iPhone 14 Plus màn hình lớn , thỏa thích trải nghiệm",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3186,"Ở lần ra mắt này , Apple đã giới thiệu phiên bản iPhone 14 Plus dành cho người dùng yêu thích màn hình lớn .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3187,"Cụ thể iPhone 14 Plus sở hữu màn hình Super Retina XDR kích thước 6.7 inch , khác với iPhone 14 là 6.1 inch .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3188,"Với màn hình lớn , bạn sẽ thao tác thoải mái và chi tiết lớn nhìn rõ ràng hơn – một chọn lựa hoàn hảo trong thế hệ iPhone 2022 mới với mức giá phải chăng .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
